product_id,product_name,category,price,brand,in_stock,rating,num_reviews,description
P00032,Product 32,Electronics,499.86,Brand_36,True,3.9,324,Innovative design with multiple features Item 31
P00033,Product 33,Home & Kitchen,498.34,Brand_11,True,4.6,218,"Best seller in its category, highly recommended Item 32"
P00034,Product 34,Books,279.94,Brand_15,True,3.0,88,"Professional grade, built to last Item 33"
P00035,Product 35,Beauty,385.65,Brand_4,True,4.8,71,"Perfect for everyday use, durable and reliable Item 34"
P00036,Product 36,Sports,472.66,Brand_21,True,3.9,246,Premium quality with advanced technology Item 35
P00037,Product 37,Home & Kitchen,425.58,Brand_13,True,4.1,128,"Professional grade, built to last Item 36"
P00038,Product 38,Electronics,127.44,Brand_22,False,3.5,211,Eco-friendly and sustainable choice Item 37
P00039,Product 39,Electronics,228.02,Brand_19,True,4.5,427,"Professional grade, built to last Item 38"
P00040,Product 40,Clothing,68.93,Brand_34,True,3.2,342,"Best seller in its category, highly recommended Item 39"
P00041,Product 41,Clothing,477.26,Brand_14,True,4.7,95,Innovative design with multiple features Item 40
P00042,Product 42,Toys,305.06,Brand_4,False,4.7,74,"Professional grade, built to last Item 41"
P00043,Product 43,Books,118.18,Brand_48,True,3.4,422,"Great value for money, customer favorite Item 42"
P00044,Product 44,Automotive,337.49,Brand_46,False,4.6,494,High quality product with excellent features Item 43
P00045,Product 45,Home & Kitchen,310.97,Brand_27,True,4.6,53,"Perfect for everyday use, durable and reliable Item 44"
P00046,Product 46,Home & Kitchen,182.29,Brand_29,True,4.3,343,Eco-friendly and sustainable choice Item 45
P00047,Product 47,Automotive,61.21,Brand_47,True,3.7,458,Eco-friendly and sustainable choice Item 46
P00048,Product 48,Toys,337.43,Brand_28,True,3.5,412,Eco-friendly and sustainable choice Item 47
P00049,Product 49,Beauty,262.55,Brand_35,True,3.5,53,"Great value for money, customer favorite Item 48"
P00050,Product 50,Beauty,387.3,Brand_8,True,3.6,217,Eco-friendly and sustainable choice Item 49
P00051,Product 51,Toys,262.48,Brand_16,True,4.8,15,Eco-friendly and sustainable choice Item 50
P00052,Product 52,Beauty,426.83,Brand_42,True,3.2,98,Innovative design with multiple features Item 51
P00053,Product 53,Clothing,278.19,Brand_36,True,4.7,19,Premium quality with advanced technology Item 52
P00054,Product 54,Home & Kitchen,282.66,Brand_30,True,3.7,45,High quality product with excellent features Item 53
P00055,Product 55,Toys,438.94,Brand_18,True,4.0,450,"Great value for money, customer favorite Item 54"
P00056,Product 56,Home & Kitchen,204.72,Brand_2,True,4.6,192,High quality product with excellent features Item 55
P00057,Product 57,Automotive,71.34,Brand_49,True,4.8,382,"Perfect for everyday use, durable and reliable Item 56"
P00058,Product 58,Electronics,19.25,Brand_13,False,3.7,57,Innovative design with multiple features Item 57
P00059,Product 59,Clothing,378.79,Brand_4,True,3.9,436,"Professional grade, built to last Item 58"
P00060,Product 60,Sports,312.05,Brand_26,True,3.8,110,Premium quality with advanced technology Item 59
P00061,Product 61,Clothing,353.52,Brand_25,False,3.0,128,Innovative design with multiple features Item 60
P00062,Product 62,Toys,110.42,Brand_30,True,3.6,336,High quality product with excellent features Item 61
P00063,Product 63,Sports,72.5,Brand_11,True,3.9,193,"Great value for money, customer favorite Item 62"
P00064,Product 64,Electronics,12.2,Brand_7,True,3.8,412,"Perfect for everyday use, durable and reliable Item 63"
P00065,Product 65,Toys,178.54,Brand_31,False,4.4,339,"Perfect for everyday use, durable and reliable Item 64"
P00066,Product 66,Books,297.01,Brand_44,True,3.8,325,Innovative design with multiple features Item 65
P00067,Product 67,Home & Kitchen,199.16,Brand_10,True,4.0,7,"Professional grade, built to last Item 66"
P00068,Product 68,Electronics,221.55,Brand_39,True,3.9,28,"Great value for money, customer favorite Item 67"
P00069,Product 69,Home & Kitchen,452.56,Brand_13,True,4.5,111,"Professional grade, built to last Item 68"
P00070,Product 70,Beauty,177.39,Brand_31,True,4.7,434,"Professional grade, built to last Item 69"
P00071,Product 71,Books,259.42,Brand_7,True,4.1,160,Eco-friendly and sustainable choice Item 70
P00072,Product 72,Books,392.91,Brand_49,True,4.6,130,"Great value for money, customer favorite Item 71"
P00073,Product 73,Electronics,201.29,Brand_42,True,3.6,187,High quality product with excellent features Item 72
P00074,Product 74,Books,312.93,Brand_42,True,4.1,162,Innovative design with multiple features Item 73
P00075,Product 75,Sports,431.87,Brand_36,True,3.7,196,Innovative design with multiple features Item 74
P00076,Product 76,Books,475.01,Brand_20,True,3.8,474,Eco-friendly and sustainable choice Item 75
P00077,Product 77,Home & Kitchen,77.8,Brand_4,True,4.5,363,"Best seller in its category, highly recommended Item 76"
P00078,Product 78,Home & Kitchen,463.66,Brand_7,True,4.8,203,Innovative design with multiple features Item 77
P00079,Product 79,Toys,248.6,Brand_1,True,3.2,211,"Perfect for everyday use, durable and reliable Item 78"
P00080,Product 80,Home & Kitchen,132.83,Brand_44,True,4.3,108,High quality product with excellent features Item 79
P00081,Product 81,Toys,232.27,Brand_45,True,4.2,275,"Great value for money, customer favorite Item 80"
P00082,Product 82,Home & Kitchen,490.12,Brand_42,True,3.2,72,Innovative design with multiple features Item 81
P00083,Product 83,Sports,248.85,Brand_47,True,3.4,166,High quality product with excellent features Item 82
P00084,Product 84,Automotive,167.73,Brand_13,True,3.6,259,Eco-friendly and sustainable choice Item 83
P00085,Product 85,Toys,318.53,Brand_22,False,3.3,242,Innovative design with multiple features Item 84
P00086,Product 86,Clothing,123.87,Brand_21,False,3.5,274,"Great value for money, customer favorite Item 85"
P00087,Product 87,Beauty,42.55,Brand_22,True,3.5,101,Premium quality with advanced technology Item 86
P00088,Product 88,Electronics,68.8,Brand_28,True,3.7,474,"Great value for money, customer favorite Item 87"
P00089,Product 89,Home & Kitchen,68.38,Brand_9,False,4.5,172,"Great value for money, customer favorite Item 88"
P00090,Product 90,Books,80.19,Brand_26,True,4.1,170,"Great value for money, customer favorite Item 89"
P00091,Product 91,Automotive,73.72,Brand_9,True,5.0,140,Innovative design with multiple features Item 90
P00092,Product 92,Home & Kitchen,322.23,Brand_15,True,3.8,396,"Best seller in its category, highly recommended Item 91"
P00093,Product 93,Books,95.03,Brand_10,True,4.5,187,"Great value for money, customer favorite Item 92"
P00094,Product 94,Beauty,176.11,Brand_24,True,4.7,440,Eco-friendly and sustainable choice Item 93
P00095,Product 95,Beauty,448.91,Brand_42,True,4.4,85,"Perfect for everyday use, durable and reliable Item 94"
P00096,Product 96,Beauty,239.61,Brand_8,True,3.8,475,"Perfect for everyday use, durable and reliable Item 95"
P00097,Product 97,Books,335.44,Brand_24,True,4.5,51,Eco-friendly and sustainable choice Item 96
P00098,Product 98,Home & Kitchen,90.3,Brand_16,True,3.4,110,High quality product with excellent features Item 97
P00099,Product 99,Beauty,100.18,Brand_49,True,3.7,436,"Best seller in its category, highly recommended Item 98"
P00100,Product 100,Sports,25.23,Brand_26,True,4.1,364,High quality product with excellent features Item 99
P00101,Product 101,Toys,88.62,Brand_27,True,4.2,341,Eco-friendly and sustainable choice Item 100
P00102,Product 102,Books,142.9,Brand_37,True,3.0,42,"Perfect for everyday use, durable and reliable Item 101"
P00103,Product 103,Books,92.62,Brand_4,True,4.9,210,"Professional grade, built to last Item 102"
P00104,Product 104,Home & Kitchen,48.91,Brand_24,True,4.4,455,"Perfect for everyday use, durable and reliable Item 103"
P00105,Product 105,Books,64.71,Brand_19,False,4.0,499,Premium quality with advanced technology Item 104
P00106,Product 106,Books,233.09,Brand_36,True,4.9,199,"Great value for money, customer favorite Item 105"
P00107,Product 107,Beauty,107.14,Brand_39,False,3.9,297,"Professional grade, built to last Item 106"
P00108,Product 108,Home & Kitchen,185.31,Brand_10,True,5.0,345,"Perfect for everyday use, durable and reliable Item 107"
P00109,Product 109,Beauty,254.19,Brand_25,True,4.0,239,Innovative design with multiple features Item 108
P00110,Product 110,Toys,346.75,Brand_18,True,3.2,114,Innovative design with multiple features Item 109
P00111,Product 111,Automotive,24.46,Brand_19,False,4.5,25,High quality product with excellent features Item 110
P00112,Product 112,Toys,400.71,Brand_36,True,4.4,406,"Professional grade, built to last Item 111"
P00113,Product 113,Automotive,315.81,Brand_10,True,4.5,298,High quality product with excellent features Item 112
P00114,Product 114,Beauty,45.47,Brand_33,True,4.9,76,"Great value for money, customer favorite Item 113"
P00115,Product 115,Toys,437.42,Brand_5,True,4.6,411,"Great value for money, customer favorite Item 114"
P00116,Product 116,Home & Kitchen,460.83,Brand_47,True,4.2,136,Premium quality with advanced technology Item 115
P00117,Product 117,Electronics,35.23,Brand_49,False,4.7,19,Eco-friendly and sustainable choice Item 116
P00118,Product 118,Beauty,142.05,Brand_35,True,4.3,439,Eco-friendly and sustainable choice Item 117
P00119,Product 119,Automotive,404.07,Brand_44,True,3.8,210,"Best seller in its category, highly recommended Item 118"
P00120,Product 120,Sports,375.39,Brand_34,True,4.8,239,High quality product with excellent features Item 119
P00121,Product 121,Automotive,96.34,Brand_33,True,3.4,38,"Great value for money, customer favorite Item 120"
P00122,Product 122,Sports,108.63,Brand_21,True,4.4,434,Eco-friendly and sustainable choice Item 121
P00123,Product 123,Books,188.38,Brand_17,True,4.8,267,High quality product with excellent features Item 122
P00124,Product 124,Toys,244.84,Brand_22,True,4.5,206,"Great value for money, customer favorite Item 123"
P00125,Product 125,Sports,311.04,Brand_48,False,4.4,478,"Perfect for everyday use, durable and reliable Item 124"
P00126,Product 126,Automotive,187.61,Brand_37,True,4.5,438,High quality product with excellent features Item 125
P00127,Product 127,Books,233.95,Brand_15,True,3.9,461,"Perfect for everyday use, durable and reliable Item 126"
P00128,Product 128,Electronics,375.0,Brand_35,True,4.7,266,High quality product with excellent features Item 127
P00129,Product 129,Home & Kitchen,23.16,Brand_28,False,3.4,153,"Best seller in its category, highly recommended Item 128"
P00130,Product 130,Home & Kitchen,129.96,Brand_7,True,3.3,41,Premium quality with advanced technology Item 129
P00131,Product 131,Home & Kitchen,358.11,Brand_32,True,3.6,410,Innovative design with multiple features Item 130
P00132,Product 132,Sports,448.13,Brand_11,False,4.1,10,Eco-friendly and sustainable choice Item 131
P00133,Product 133,Electronics,258.28,Brand_10,True,4.0,293,Innovative design with multiple features Item 132
P00134,Product 134,Sports,268.4,Brand_9,True,4.6,97,Innovative design with multiple features Item 133
P00135,Product 135,Toys,58.05,Brand_14,True,3.8,426,"Perfect for everyday use, durable and reliable Item 134"
P00136,Product 136,Sports,226.47,Brand_13,False,4.0,274,"Professional grade, built to last Item 135"
P00137,Product 137,Electronics,268.65,Brand_25,True,3.0,447,"Great value for money, customer favorite Item 136"
P00138,Product 138,Electronics,125.02,Brand_2,True,3.8,389,Innovative design with multiple features Item 137
P00139,Product 139,Toys,138.28,Brand_35,True,4.3,429,"Best seller in its category, highly recommended Item 138"
P00140,Product 140,Electronics,191.76,Brand_7,True,3.0,371,Innovative design with multiple features Item 139
P00141,Product 141,Automotive,14.94,Brand_21,True,3.6,229,High quality product with excellent features Item 140
P00142,Product 142,Electronics,164.43,Brand_18,True,3.4,368,"Perfect for everyday use, durable and reliable Item 141"
P00143,Product 143,Home & Kitchen,109.67,Brand_3,True,3.1,425,"Professional grade, built to last Item 142"
P00144,Product 144,Automotive,167.11,Brand_42,True,4.0,219,High quality product with excellent features Item 143
P00145,Product 145,Automotive,64.28,Brand_39,True,3.4,64,"Professional grade, built to last Item 144"
P00146,Product 146,Toys,445.81,Brand_41,True,4.5,354,High quality product with excellent features Item 145
P00147,Product 147,Clothing,298.83,Brand_49,False,4.7,231,High quality product with excellent features Item 146
P00148,Product 148,Clothing,341.16,Brand_11,True,4.1,327,Eco-friendly and sustainable choice Item 147
P00149,Product 149,Electronics,395.64,Brand_39,True,5.0,442,Premium quality with advanced technology Item 148
P00150,Product 150,Automotive,251.73,Brand_24,True,3.9,51,Premium quality with advanced technology Item 149
P00151,Product 151,Clothing,48.03,Brand_46,True,4.0,373,"Great value for money, customer favorite Item 150"
P00152,Product 152,Clothing,270.87,Brand_19,True,5.0,430,"Perfect for everyday use, durable and reliable Item 151"
P00153,Product 153,Electronics,295.49,Brand_4,True,3.5,375,"Best seller in its category, highly recommended Item 152"
P00154,Product 154,Clothing,373.99,Brand_26,True,4.9,262,"Best seller in its category, highly recommended Item 153"
P00155,Product 155,Sports,218.67,Brand_38,True,3.1,266,"Best seller in its category, highly recommended Item 154"
P00156,Product 156,Books,68.15,Brand_42,True,3.9,358,Eco-friendly and sustainable choice Item 155
P00157,Product 157,Toys,145.47,Brand_32,True,3.1,316,High quality product with excellent features Item 156
P00158,Product 158,Books,184.73,Brand_39,True,4.5,323,Premium quality with advanced technology Item 157
P00159,Product 159,Electronics,324.73,Brand_45,True,4.2,408,"Perfect for everyday use, durable and reliable Item 158"
P00160,Product 160,Home & Kitchen,287.54,Brand_46,True,4.4,395,High quality product with excellent features Item 159
P00161,Product 161,Toys,181.27,Brand_36,True,3.7,153,"Professional grade, built to last Item 160"
P00162,Product 162,Electronics,493.33,Brand_40,False,3.7,357,Premium quality with advanced technology Item 161
P00163,Product 163,Automotive,304.86,Brand_37,True,3.1,365,Premium quality with advanced technology Item 162
P00164,Product 164,Home & Kitchen,122.43,Brand_33,True,3.7,139,Innovative design with multiple features Item 163
P00165,Product 165,Books,55.38,Brand_36,True,4.9,426,Innovative design with multiple features Item 164
P00166,Product 166,Electronics,80.67,Brand_3,True,3.8,50,Eco-friendly and sustainable choice Item 165
P00167,Product 167,Automotive,126.75,Brand_9,True,4.7,116,"Perfect for everyday use, durable and reliable Item 166"
P00168,Product 168,Toys,84.54,Brand_8,False,4.7,420,"Professional grade, built to last Item 167"
P00169,Product 169,Toys,97.35,Brand_33,True,3.7,45,"Perfect for everyday use, durable and reliable Item 168"
P00170,Product 170,Beauty,146.12,Brand_6,True,4.3,308,"Perfect for everyday use, durable and reliable Item 169"
P00171,Product 171,Automotive,90.82,Brand_41,True,3.2,87,Eco-friendly and sustainable choice Item 170
P00172,Product 172,Sports,448.9,Brand_39,False,3.2,207,Eco-friendly and sustainable choice Item 171
P00173,Product 173,Clothing,44.72,Brand_4,True,3.1,376,High quality product with excellent features Item 172
P00174,Product 174,Home & Kitchen,264.63,Brand_13,True,4.2,268,"Great value for money, customer favorite Item 173"
P00175,Product 175,Automotive,208.15,Brand_49,True,3.9,88,Eco-friendly and sustainable choice Item 174
P00176,Product 176,Beauty,491.28,Brand_2,True,4.1,380,"Perfect for everyday use, durable and reliable Item 175"
P00177,Product 177,Clothing,60.46,Brand_5,True,4.0,117,Innovative design with multiple features Item 176
P00178,Product 178,Clothing,201.94,Brand_44,False,3.7,53,"Great value for money, customer favorite Item 177"
P00179,Product 179,Electronics,484.89,Brand_27,True,4.4,440,High quality product with excellent features Item 178
P00180,Product 180,Clothing,433.43,Brand_32,False,4.5,115,"Great value for money, customer favorite Item 179"
P00181,Product 181,Sports,409.45,Brand_21,True,3.0,117,"Best seller in its category, highly recommended Item 180"
P00182,Product 182,Toys,132.66,Brand_8,True,3.4,259,"Professional grade, built to last Item 181"
P00183,Product 183,Beauty,89.59,Brand_38,True,4.4,74,"Great value for money, customer favorite Item 182"
P00184,Product 184,Clothing,335.98,Brand_8,True,3.8,479,"Perfect for everyday use, durable and reliable Item 183"
P00185,Product 185,Electronics,465.04,Brand_3,False,4.3,304,High quality product with excellent features Item 184
P00186,Product 186,Sports,280.6,Brand_44,True,3.7,6,"Professional grade, built to last Item 185"
P00187,Product 187,Books,287.95,Brand_3,True,3.8,365,"Perfect for everyday use, durable and reliable Item 186"
P00188,Product 188,Toys,143.59,Brand_22,True,3.3,121,"Professional grade, built to last Item 187"
P00189,Product 189,Toys,385.9,Brand_6,True,3.5,10,Innovative design with multiple features Item 188
P00190,Product 190,Beauty,97.59,Brand_2,True,4.2,347,"Best seller in its category, highly recommended Item 189"
P00191,Product 191,Toys,165.22,Brand_23,True,3.9,437,Innovative design with multiple features Item 190
P00192,Product 192,Clothing,215.59,Brand_44,True,4.5,488,"Perfect for everyday use, durable and reliable Item 191"
P00193,Product 193,Electronics,256.27,Brand_2,False,4.7,214,"Perfect for everyday use, durable and reliable Item 192"
P00194,Product 194,Toys,124.99,Brand_38,True,4.1,428,"Perfect for everyday use, durable and reliable Item 193"
P00195,Product 195,Toys,61.84,Brand_17,True,4.5,278,Premium quality with advanced technology Item 194
P00196,Product 196,Books,307.26,Brand_35,True,3.6,497,"Best seller in its category, highly recommended Item 195"
P00197,Product 197,Books,147.87,Brand_34,True,3.8,27,"Professional grade, built to last Item 196"
P00198,Product 198,Home & Kitchen,292.71,Brand_23,True,4.4,234,Eco-friendly and sustainable choice Item 197
P00199,Product 199,Sports,81.41,Brand_30,True,3.8,366,"Perfect for everyday use, durable and reliable Item 198"
P00200,Product 200,Clothing,243.16,Brand_8,False,4.2,312,"Perfect for everyday use, durable and reliable Item 199"
P00201,Product 201,Toys,268.63,Brand_22,True,3.4,25,"Professional grade, built to last Item 200"
P00202,Product 202,Automotive,30.65,Brand_44,True,4.2,408,Eco-friendly and sustainable choice Item 201
P00203,Product 203,Toys,171.62,Brand_36,True,4.7,53,Innovative design with multiple features Item 202
P00204,Product 204,Electronics,71.54,Brand_5,True,4.7,28,Innovative design with multiple features Item 203
P00205,Product 205,Home & Kitchen,36.37,Brand_13,True,4.4,466,"Perfect for everyday use, durable and reliable Item 204"
P00206,Product 206,Sports,495.03,Brand_29,True,4.5,352,High quality product with excellent features Item 205
P00207,Product 207,Automotive,164.57,Brand_31,True,4.1,163,Premium quality with advanced technology Item 206
P00208,Product 208,Home & Kitchen,405.89,Brand_47,True,4.2,269,Innovative design with multiple features Item 207
P00209,Product 209,Beauty,131.05,Brand_16,True,3.3,333,High quality product with excellent features Item 208
P00210,Product 210,Sports,342.34,Brand_42,True,3.9,34,Premium quality with advanced technology Item 209
P00211,Product 211,Toys,381.31,Brand_30,False,3.9,285,"Perfect for everyday use, durable and reliable Item 210"
P00212,Product 212,Toys,299.84,Brand_16,True,4.9,347,"Best seller in its category, highly recommended Item 211"
P00213,Product 213,Sports,238.43,Brand_12,True,3.9,272,"Great value for money, customer favorite Item 212"
P00214,Product 214,Toys,208.86,Brand_17,True,4.1,450,"Great value for money, customer favorite Item 213"
P00215,Product 215,Clothing,177.69,Brand_16,True,4.1,207,"Perfect for everyday use, durable and reliable Item 214"
P00216,Product 216,Sports,465.12,Brand_12,True,4.3,237,Innovative design with multiple features Item 215
P00217,Product 217,Home & Kitchen,416.16,Brand_8,True,4.5,413,High quality product with excellent features Item 216
P00218,Product 218,Sports,482.69,Brand_20,False,3.5,499,"Best seller in its category, highly recommended Item 217"
P00219,Product 219,Automotive,66.53,Brand_3,True,4.1,92,"Professional grade, built to last Item 218"
P00220,Product 220,Toys,366.78,Brand_16,True,4.7,172,Premium quality with advanced technology Item 219
P00221,Product 221,Clothing,469.48,Brand_30,True,3.9,78,"Perfect for everyday use, durable and reliable Item 220"
P00222,Product 222,Clothing,94.71,Brand_45,True,3.6,109,"Best seller in its category, highly recommended Item 221"
P00223,Product 223,Beauty,37.92,Brand_23,True,4.3,216,Eco-friendly and sustainable choice Item 222
P00224,Product 224,Home & Kitchen,371.85,Brand_28,True,4.6,434,"Best seller in its category, highly recommended Item 223"
P00225,Product 225,Books,289.36,Brand_40,False,3.1,357,Innovative design with multiple features Item 224
P00226,Product 226,Books,421.71,Brand_5,True,4.6,105,Eco-friendly and sustainable choice Item 225
P00227,Product 227,Sports,74.19,Brand_20,True,4.6,46,Premium quality with advanced technology Item 226
P00228,Product 228,Beauty,398.66,Brand_40,True,3.9,180,Eco-friendly and sustainable choice Item 227
P00229,Product 229,Electronics,104.81,Brand_44,False,5.0,63,"Best seller in its category, highly recommended Item 228"
P00230,Product 230,Sports,86.01,Brand_1,True,4.6,245,Innovative design with multiple features Item 229
P00231,Product 231,Beauty,86.31,Brand_30,True,4.5,243,Eco-friendly and sustainable choice Item 230
P00232,Product 232,Home & Kitchen,408.21,Brand_21,True,4.5,421,High quality product with excellent features Item 231
P00233,Product 233,Home & Kitchen,334.27,Brand_20,True,3.3,319,Innovative design with multiple features Item 232
P00234,Product 234,Home & Kitchen,263.92,Brand_6,True,3.4,86,High quality product with excellent features Item 233
P00235,Product 235,Home & Kitchen,182.62,Brand_22,True,3.9,216,High quality product with excellent features Item 234
P00236,Product 236,Home & Kitchen,439.21,Brand_18,True,3.5,489,Eco-friendly and sustainable choice Item 235
P00237,Product 237,Beauty,199.26,Brand_8,False,3.8,6,Eco-friendly and sustainable choice Item 236
P00238,Product 238,Beauty,409.22,Brand_39,True,4.8,277,"Professional grade, built to last Item 237"
P00239,Product 239,Clothing,222.37,Brand_32,True,4.6,336,"Professional grade, built to last Item 238"
P00240,Product 240,Automotive,191.59,Brand_33,True,4.3,209,"Best seller in its category, highly recommended Item 239"
P00241,Product 241,Books,234.03,Brand_16,True,4.7,496,Innovative design with multiple features Item 240
P00242,Product 242,Toys,154.18,Brand_12,True,4.6,168,"Professional grade, built to last Item 241"
P00243,Product 243,Home & Kitchen,375.07,Brand_38,True,3.9,329,High quality product with excellent features Item 242
P00244,Product 244,Electronics,253.85,Brand_34,True,3.4,137,"Professional grade, built to last Item 243"
P00245,Product 245,Toys,119.95,Brand_14,True,4.0,440,Premium quality with advanced technology Item 244
P00246,Product 246,Beauty,450.29,Brand_36,True,4.5,390,"Best seller in its category, highly recommended Item 245"
P00247,Product 247,Electronics,195.03,Brand_33,True,3.9,495,Innovative design with multiple features Item 246
P00248,Product 248,Electronics,274.06,Brand_23,False,4.3,380,Innovative design with multiple features Item 247
P00249,Product 249,Electronics,453.7,Brand_45,True,3.2,305,"Great value for money, customer favorite Item 248"
P00250,Product 250,Clothing,314.0,Brand_2,True,4.5,229,Innovative design with multiple features Item 249
P00251,Product 251,Beauty,62.86,Brand_41,True,4.6,474,"Best seller in its category, highly recommended Item 250"
P00252,Product 252,Electronics,470.22,Brand_21,True,4.4,307,Premium quality with advanced technology Item 251
P00253,Product 253,Home & Kitchen,315.72,Brand_2,True,4.9,160,Innovative design with multiple features Item 252
P00254,Product 254,Sports,170.78,Brand_27,True,4.7,0,"Great value for money, customer favorite Item 253"
P00255,Product 255,Electronics,73.94,Brand_9,True,4.8,235,"Best seller in its category, highly recommended Item 254"
P00256,Product 256,Clothing,398.04,Brand_1,True,4.9,436,High quality product with excellent features Item 255
P00257,Product 257,Toys,311.94,Brand_11,True,4.6,187,"Perfect for everyday use, durable and reliable Item 256"
P00258,Product 258,Beauty,269.06,Brand_3,True,4.3,417,"Perfect for everyday use, durable and reliable Item 257"
P00259,Product 259,Automotive,447.48,Brand_23,True,3.0,3,High quality product with excellent features Item 258
P00260,Product 260,Clothing,395.36,Brand_26,True,3.9,400,"Professional grade, built to last Item 259"
P00261,Product 261,Electronics,80.08,Brand_4,True,4.1,131,Innovative design with multiple features Item 260
P00262,Product 262,Beauty,159.3,Brand_18,True,3.6,426,Eco-friendly and sustainable choice Item 261
P00263,Product 263,Sports,128.0,Brand_6,True,3.6,217,"Perfect for everyday use, durable and reliable Item 262"
P00264,Product 264,Electronics,373.25,Brand_35,False,4.9,259,"Professional grade, built to last Item 263"
P00265,Product 265,Clothing,21.6,Brand_22,True,4.8,0,"Perfect for everyday use, durable and reliable Item 264"
P00266,Product 266,Books,287.1,Brand_43,False,4.7,70,High quality product with excellent features Item 265
P00267,Product 267,Home & Kitchen,382.42,Brand_15,True,3.8,477,Innovative design with multiple features Item 266
P00268,Product 268,Automotive,439.0,Brand_22,True,3.0,177,Innovative design with multiple features Item 267
P00269,Product 269,Toys,174.33,Brand_37,True,3.2,456,"Professional grade, built to last Item 268"
P00270,Product 270,Clothing,411.52,Brand_42,True,3.6,188,High quality product with excellent features Item 269
P00271,Product 271,Beauty,59.76,Brand_12,False,3.0,290,"Professional grade, built to last Item 270"
P00272,Product 272,Automotive,423.99,Brand_47,True,3.0,7,Innovative design with multiple features Item 271
P00273,Product 273,Automotive,68.11,Brand_49,True,4.8,252,Eco-friendly and sustainable choice Item 272
P00274,Product 274,Automotive,201.66,Brand_42,True,4.4,407,Innovative design with multiple features Item 273
P00275,Product 275,Electronics,399.66,Brand_38,True,3.6,466,"Best seller in its category, highly recommended Item 274"
P00276,Product 276,Home & Kitchen,79.21,Brand_18,True,3.3,291,Eco-friendly and sustainable choice Item 275
P00277,Product 277,Electronics,118.48,Brand_45,True,4.0,433,"Professional grade, built to last Item 276"
P00278,Product 278,Beauty,362.52,Brand_35,True,3.0,243,"Best seller in its category, highly recommended Item 277"
P00279,Product 279,Electronics,361.42,Brand_30,True,4.9,122,High quality product with excellent features Item 278
P00280,Product 280,Books,322.37,Brand_24,True,3.8,298,Premium quality with advanced technology Item 279
